uri,title,domain,probability,avg_position,rrf_score,run_count,category,intl_flag
https://www.activecampaign.com/klaviyo-vs-activecampaign,activecampaign.com,activecampaign.com,100.0,4.38,94.88,8,AC: Main Domain,
https://www.activecampaign.com/compare/klaviyo,activecampaign.com,activecampaign.com,100.0,5.5,93.29,8,AC: Compare,
https://ventureharbour.com/activecampaign-review/,ventureharbour.com,ventureharbour.com,100.0,4.62,94.45,8,Other,
https://jellyreach.com/activecampaign-vs-klaviyo,jellyreach.com,jellyreach.com,87.5,1.14,87.3,7,Other,
https://www.activecampaign.com/platform,activecampaign.com,activecampaign.com,87.5,6.0,80.99,7,AC: Main Domain,
https://www.gmass.co/blog/activecampaign-review/,gmass.co,gmass.co,87.5,6.14,80.81,7,Other,
https://funnelish.com/blog/klaviyo,funnelish.com,funnelish.com,87.5,8.57,77.96,7,Other,
https://www.emailtooltester.com/en/blog/activecampaign-vs-klaviyo/,emailtooltester.com,emailtooltester.com,87.5,8.71,77.85,7,3rd Party: Comparison,
https://www.postalytics.com/blog/activecampaign-review-features-pros-and-cons/,postalytics.com,postalytics.com,75.0,8.0,67.36,6,Other,
https://www.activecampaign.com/pricing,activecampaign.com,activecampaign.com,62.5,8.4,55.77,5,AC: Main Domain,
https://www.klaviyo.com/features,klaviyo.com,klaviyo.com,62.5,8.8,55.6,5,Competitor,
https://www.inboxarmy.com/blog/activecampaign-vs-klaviyo/,inboxarmy.com,inboxarmy.com,62.5,9.2,55.12,5,Other,
https://www.flatlineagency.com/blog/klaviyo-ai-features/,flatlineagency.com,flatlineagency.com,62.5,11.2,53.6,5,Other,
https://www.firstpier.com/resources/what-is-klaviyo,firstpier.com,firstpier.com,50.0,9.0,44.42,4,Other,
https://www.emailvendorselection.com/activecampaign-pricing/,emailvendorselection.com,emailvendorselection.com,37.5,13.33,31.2,3,3rd Party: Comparison,
https://www.forbes.com/advisor/business/software/klaviyo-pricing/,forbes.com,forbes.com,37.5,16.67,29.84,3,3rd Party: Publication,
https://www.sender.net/reviews/activecampaign/pricing/,sender.net,sender.net,37.5,12.33,31.63,3,Other,
https://thecmo.com/tools/activecampaign-vs-klaviyo/,thecmo.com,thecmo.com,37.5,4.0,35.81,3,Other,
https://encharge.io/activecampaign-pricing/,encharge.io,encharge.io,25.0,14.5,20.48,2,Other,
https://www.klaviyo.com/solutions/marketing-automation/email-marketing,klaviyo.com,klaviyo.com,25.0,15.5,20.27,2,Competitor,
https://www.sender.net/reviews/klaviyo/pricing/,sender.net,sender.net,25.0,17.5,19.68,2,Other,
https://www.emailtooltester.com/en/reviews/klaviyo/pricing/,emailtooltester.com,emailtooltester.com,25.0,17.5,19.68,2,3rd Party: Comparison,
https://www.activecampaign.com/,activecampaign.com,activecampaign.com,12.5,14.0,10.3,1,AC: Main Domain,
https://www.retainful.com/blog/klaviyo-pricing,retainful.com,retainful.com,12.5,18.0,9.78,1,Other,
https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEktfOKFxcqhvoINM6-eAkpu5DGv5f0potYAJdEx3EtKkk_xDGxjthAfDmM-TBW7BBXWfy1CqS8hIoF4A2-kTi-NwO_5fX_QjE26iobtGQOnXjxVi3Va9HS9rTwEA==,funnelish.com,vertexaisearch.cloud.google.com,12.5,17.0,9.9,1,Other,
https://www.ecommerceintelligence.com/klaviyo-integrations/,ecommerceintelligence.com,ecommerceintelligence.com,12.5,15.0,10.17,1,Other,
https://flowium.com/blog/activecampaign-pricing/,flowium.com,flowium.com,12.5,14.0,10.3,1,Other,
https://emailwarmup.com/blog/email-marketing-tools/activecampaign-vs-klaviyo/,emailwarmup.com,emailwarmup.com,12.5,10.0,10.89,1,Other,
https://yournotify.com/blog/activecampaign-vs-klaviyo/,yournotify.com,yournotify.com,12.5,14.0,10.3,1,Other,
https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGZOec5eK5GcrUiV14cu4H6CHkNDLZlDocbT8W7Ox8zaAdfYNPX9D2gXf2CuS7kaHNWsvIsLFNj8wTKzHv-BQeL9RHf6jv3Fb1oqdZP2Vc1UUuuvAVbkrfTGrtHIXHa044a21MirLJzyzwe1Az-rLVWJAhw,flatlineagency.com,vertexaisearch.cloud.google.com,12.5,12.0,10.59,1,Other,
https://www.cmsgalaxy.com/blog/klaviyo-11/,cmsgalaxy.com,cmsgalaxy.com,12.5,8.0,11.21,1,Other,
https://sendpulse.com/blog/activecampaign-vs-klaviyo,sendpulse.com,sendpulse.com,12.5,1.0,12.5,1,Other,
https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGAnqrtXai_E2BuTyefrN44xtoer9Q-xG75e8YvdXE81_eRd-hP4y7cC0Mpbxi0CRw_uzQ-koGf5aa4MaDKNE5Wjf8AZ9C-jT8AhST6UHZX4DV7V3Dfk29ooI5CHSo74vJcElkGcoJ23eQnRA==,jellyreach.com,vertexaisearch.cloud.google.com,12.5,1.0,12.5,1,Other,
https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQE5cyVmJg-U_Z0ByhNYLShhGZ5N3t8Lw3rzD2PgDgsyKtJKb2wOaLbPw3jPbYhg3HCsDykMO0RKtJPhekG0cFgF1FrXSQyn_NKInXUMcJxw6sJnVEY2sV3QXxYRtsoR5EHSLxrCWF_iGDE=,retainful.com,vertexaisearch.cloud.google.com,12.5,19.0,9.65,1,Other,
